C,k,beta2,xbar,dwell
60,35.680759493670884,0.4053206751054853,0.4005152008904036,0.65
60,36.438860759493664,0.3926856540084389,0.39719973643065565,0.65
60,37.19696202531645,0.3800506329113925,0.3953594914752341,0.65
60,37.95506329113924,0.367415611814346,0.39332643065836476,0.65
60,38.71316455696202,0.3547805907172996,0.39107804434790977,0.65
60,39.47126582278481,0.3421455696202532,0.38858844674442283,0.65
60,40.22936708860759,0.3295105485232068,0.3858279416761826,0.65
60,40.987468354430376,0.31687552742616043,0.3827625737216354,0.65
60,41.745569620253164,0.3042405063291139,0.37959791144420973,0.65
60,42.503670886075945,0.29160548523206764,0.37796555219551564,0.65
60,43.26177215189873,0.27897046413502113,0.3761404872419019,0.65
60,44.01987341772151,0.26633544303797474,0.37409414109754197,0.65
60,44.7779746835443,0.25370042194092834,0.3717925774928863,0.65
60,45.53607594936709,0.24106540084388184,0.3691954715143584,0.65
60,46.29417721518987,0.22843037974683555,0.3662549620458588,0.65
60,47.05227848101266,0.21579535864978905,0.36291444829012826,0.65
60,47.81037974683544,0.20316033755274276,0.36009447992865645,0.6333333333333333
60,48.568481012658225,0.19052531645569626,0.3585855644922037,0.6333333333333333
60,49.32658227848101,0.17789029535864975,0.35684003194633934,0.6333333333333333
60,50.08468354430379,0.16525527426160347,0.35480534397258545,0.6333333333333333
60,50.84278481012658,0.15262025316455696,0.352413496735276,0.6333333333333333
60,51.60088607594936,0.13998523206751068,0.3495757690860563,0.6333333333333333
60,52.35898734177215,0.12735021097046417,0.34617583942562213,0.6333333333333333
60,53.11708860759494,0.11471518987341767,0.3420613131818256,0.6333333333333333
60,53.87518987341772,0.10208016877637138,0.33900986972884356,0.6333333333333333
60,54.633291139240505,0.08944514767932488,0.33748373125869546,0.6333333333333333
60,55.391392405063286,0.07681012658227859,0.33550027664038407,0.6333333333333333
60,56.14949367088607,0.06417510548523209,0.3328237796970322,0.6333333333333333
60,56.90759493670886,0.05154008438818569,0.32902799541414074,0.6333333333333333
60,57.66569620253164,0.0389050632911393,0.32327411289927543,0.6333333333333333
60,58.42379746835443,0.02627004219409279,0.3162913371564116,0.6333333333333333
60,59.18189873417721,0.013635021097046507,0.31398944881907276,0.6166666666666667
60,59.94,0.0010000000000000009,0.29455168729152786,0.6166666666666667
70,0.05,0.9992857142857143,-0.006379212239190706,0.38571428571428573
70,0.9345569620253166,0.9866491862567812,0.008684079688929154,0.4
70,1.819113924050633,0.9740126582278481,0.034494010467136196,0.4142857142857143
70,2.7036708860759493,0.961376130198915,0.06879855733512284,0.42857142857142855
70,3.588227848101266,0.9487396021699819,0.10694006418148244,0.44285714285714284
70,4.472784810126583,0.9361030741410488,0.14699658736357393,0.45714285714285713
70,5.357341772151899,0.9234665461121158,0.18698113878504402,0.4857142857142857
70,6.241898734177216,0.9108300180831826,0.22499380004843655,0.5142857142857142
70,7.126455696202532,0.8981934900542495,0.2608711988663274,0.5285714285714286
70,8.011012658227848,0.8855569620253164,0.3017577762667691,0.5428571428571428
70,8.895569620253166,0.8729204339963833,0.3344845410979941,0.5571428571428572
70,9.780126582278482,0.8602839059674503,0.36031828304768704,0.5714285714285714
70,10.664683544303799,0.8476473779385172,0.38044460278318254,0.5857142857142857
70,11.549240506329115,0.8350108499095841,0.3958620101455362,0.6
70,12.433797468354433,0.822374321880651,0.4074796833654542,0.6142857142857143
70,13.318354430379749,0.8097377938517178,0.41869391385355603,0.6285714285714286
70,14.202911392405065,0.7971012658227847,0.4309233221599518,0.6285714285714286
70,15.087468354430381,0.7844647377938517,0.44237812471308025,0.6428571428571429
70,15.972025316455698,0.7718282097649186,0.4509530467496819,0.6428571428571429
70,16.856582278481014,0.7591916817359855,0.4597742971088201,0.6571428571428571
70,17.74113924050633,0.7465551537070524,0.4656400871621284,0.6571428571428571
